"id","year_filmed","views_as_of_06162017","tags"
"2261","2015","1038465","narcotics,youth,faith,crime,violence,social change,peace"
"2262","2014","1809615","TEDx,culture,activism,religion,women"
"2263","2015","1238586","terrorism,United States,violence,government,TED Fellows"
"2264","2014","1310320","photography,culture"
"2265","2015","1588576","physiology,youth,behavioral economics,cognitive science,mind,education,brain,science,children,data"
"227","2008","994646","alternative energy,invention,genetics,energy,science,creativity,global issues,technology"
"2272","2015","3545791","creativity,technology,business"
"2273","2015","2097546","jazz,live music,music,entertainment,performance"
"2274","2015","1893981","product design,design,technology"
"2275","2015","1559910","consumerism,Slavery,crime,economics,work"
"2276","2015","1539049","poverty,education,leadership,teaching"
"2277","2015","2390549","memory,consciousness,cognitive science,mind,neuroscience,evolution,biology,brain,sight,science,animals"
"2278","2015","1498978","sex,culture,future,performance,humor"
"2279","2015","1387939","computers,psychology,compassion,technology"
"228","2007","770306","computers,education,children,design,technology,collaboration"
"2280","2015","1128539","photography,social change,inequality,environment,creativity,art,community,TED Fellows"
"2281","2015","1127241","spoken word,poetry,gender,Gender spectrum,Transgender,TED Fellows"
"2282","2014","1427103","morality,TEDx,activism,identity"
"2283","2015","2249785","TED Books,leadership,work,life,business"
"2284","2015","1406093","feminism,women,identity"
"2285","2015","1515265","pharmaceuticals,pain,empathy,health,health care,medicine,medical research,science and art,social change,history,science,storytelling"
"2286","2015","1438357","Autism spectrum disorder,cognitive science,culture,history"
"2287","2015","1684741","TED Books,literature,books,design,creativity"
"2288","2015","1134486","war,women,peace"
"2289","2015","1500349","pharmaceuticals,disease,public health,health,medicine"
"229","2008","20643201","consciousness,illness,biology,brain,science,global issues"
"2291","2015","1986402","cars,transportation,technology"
"2292","2015","1471227","oceans,economics,environment"
"2293","2015","1368781","inequality,women,global issues,peace"
"2294","2015","1876673","sports,math,visualizations,technology"
"2295","2015","1225546","violence,women,children,global issues"
"2296","2015","1687126","visualizations,design,data,art"
"2297","2015","1572229","morality,decision-making,culture,women,storytelling,society"
"2298","2015","2216337","gender,religion,women,peace"
"2299","2015","7128798","narcotics,addiction,culture,policy,society"
"23","2006","898024","TED Brain Trust,film,culture,music,activism,social change,storytelling,global issues,collaboration,art"
"230","1984","963720","interface design,education,demo,media,future,design,entertainment,technology"
"2300","2015","1726681","love,photography,culture"
"2301","2015","1429184","insects,gender,sex,biology,science,animals,biodiversity,humor"
"2302","2015","2355172","social media,culture,humanity,technology,society"
"2303","2013","1118032","open-source,cancer,empathy,health,brain,science,Internet,art,community,TED Fellows"
"2304","2015","1378269","poetry,street art,culture,language,art,community,TED Fellows"
"2305","2012","3220815","online video,education,TEDx,community"
"2306","2015","825346","war,art,TED Fellows"
"2307","2015","2407749","human origins,evolution,history,humanity,storytelling"
"2308","2015","1909186","race,culture,United States"
"2309","2015","1884022","terrorism,violence,politics,global issues,TED Fellows,Middle East"
"231","1990","611691","architecture,design,global issues,technology,collaboration"
"2310","2015","1553047","sleep,Autism spectrum disorder,empathy,mental health,neuroscience,social change,science,identity,communication"
"2311","2015","1258373","gender,activism,inequality,humanity,women,global issues"
"2313","2015","1187848","molecular biology,pharmaceuticals,AIDS,HIV,health,health care,medicine,medical research,innovation,science"
"2314","2015","1246653","security,technology,government,TED Fellows"
"2315","2015","1460549","molecular biology,memory,youth,neuroscience,disease,medicine,medical research,biology,brain,innovation,aging,science,bioethics"
"2316","2015","1393733","birds,consciousness,physics,biology,life"
"2317","2015","977693","Vaccines,ebola,public health,economics,health,medicine,science,global issues"
"2318","2015","938575","natural disaster,robots,disaster relief,engineering,technology"
"2319","2014","1553429","creativity,collaboration,art"
"232","2008","464845","TED Prize,math,Africa,education,physics,science,technology"
"2320","2014","1249989","dark matter,cosmos,extraterrestrial life,Planets,solar system,universe,space,big bang,astronomy,physics,exploration,science,engineering,future,technology"
"2321","2015","1813223","productivity,leadership,work"
"2322","2015","2015349","shopping,privacy,crime,economics,social media,business,Internet"
"2323","2015","1543067","philanthropy,human origins,math,investment,physics"
"2324","2014","2436753","happiness,economics,psychology,work,business"
"2325","2015","5814061","health,health care,medicine,death,life,global issues"
"2326","2015","1202325","Foreign Policy,terrorism,United States,fear,war,security,politics,democracy,global issues,government"
"2327","2015","927606","sports,LGBT,feminism,interview,social change,leadership,inequality,women"
"2328","2015","1578289","poverty,economics,activism,inequality,community"
"2329","2015","1395141","gender,activism,inequality,women"
"233","2008","1341429","TED Prize,education,culture,activism,children,teaching,design,entertainment,global issues,collaboration,writing"
"2330","2015","2959214","love,TEDx,media,writing"
"2331","2015","1090999","leadership,inequality,humanity,climate change,global issues"
"2332","2012","4604595","happiness,work-life balance,TEDx,entrepreneur,work,business"
"2333","2014","1827607","world cultures,self,culture,humanity,identity"
"2334","2015","1144380","photography,TEDx,activism,animals,nature"
"2335","2015","1101963","online video,death,history,global issues"
"2336","2015","990901","poetry,disease,health,personal growth,aging"
"2337","2015","1350263","education,activism,leadership,inequality,women,Middle East"
"2338","2015","2030603","mind,health,health care,brain,TEDx,speech,communication"
"2339","2015","1144511","pollution,economics,energy,infrastructure,social change,policy,science,future,climate change,sustainability,green,global issues,big problems"
"234","2008","1234879","TED Prize,faith,religion,politics,global issues,collaboration"
"2340","2015","1436668","neuroscience,health,medicine,medical research,aging"
"2341","2015","3947441","education,TEDx,personal growth,curiosity,work,creativity,identity"
"2342","2015","4157041","memory,mental health,mind,neuroscience,health,medical research,biology,brain,aging,science"
"2343","2015","1268395","physiology,molecular biology,synthetic biology,pharmaceuticals,cancer,disease,illness,health,health care,medicine,medical research,psychology,innovation,history,science,future,microbiology,microbes"
"2344","2015","1571437","product design,biology,innovation,architecture,microbiology,nature,design,materials,technology"
"2345","2015","1024574","guitar,live music,music,piano,performance"
"2346","2015","1305501","biomimicry,insects,bees,robots,flight,drones,computers,demo,machine learning,TEDx,innovation,farming,science,engineering,garden,agriculture,plants,design,technology"
"2348","2015","1101485","goal-setting,statistics,economics,policy,global development,future,global issues,big problems"
"2349","2014","1397479","heart health,disease,health,health care,medicine,medical research,TEDx,women"
"235","2008","1215421","demo,history,design,entertainment,technology,art"
"2351","2015","977455","sound,culture,music,language,nature,creativity,art,TED Fellows"
"2352","2015","2374774","privacy,crime,prison,communication,journalism,TED Fellows"
"2353","2015","1197338","death,war,Europe,identity,global issues,journalism,Middle East"
"2354","2015","1839205","molecular biology,synthetic biology,virus,philosophy,biotech,software,genetics,health,medicine,medical research,DNA,innovation,science,engineering,future,bioethics,technology"
"2356","2015","1566734","happiness,invention,TEDx,humanity,future,design,technology"
"2357","2015","1212021","sound,composing,music,language,communication,art,TED Fellows"
"2358","2015","1446215","trafficking,poverty,TEDx,war,politics,social change,humanity,immigration,policy,global issues,government,society,Middle East"
"2359","2015","1404886","South America,geology,glacier,photography,science and art,exploration,science,environment,biodiversity,ecology,adventure,beauty"
"236","2008","1421962","medicine,demo,visualizations,biology,brain,science,technology,business"
"2361","2015","8246610","memory,cognitive science,mental health,neuroscience,health,medicine,brain"
"2362","2015","758847","youth,pain,activism,policy,technology,communication,big problems,data,society"
"2363","2015","1581541","invention,oceans,water,education,innovation,environment,green,design,global issues,collaboration,TED Fellows"
"2364","2015","674316","relationships,social change,big problems,community"
"2365","2015","953406","telecom,intelligence,security,politics,democracy,Europe,technology,communication,Internet,government,art"
"2366","2015","1340769","guitar,live music,music,innovation,performance,creativity,art"
"2367","2015","1272711","Brazil,biology,environment,animals,biodiversity,TED Fellows"
"2368","2015","1818177","solar,invention,web,demo,innovation,infrastructure,design,communication,Internet"
"2369","2015","1376490","computers,software,Google,web,algorithm,decision-making,TEDx,technology,communication,Internet,society"
"237","2006","2251233","web,education,culture,science,technology"
"2370","2015","1552289","travel,love,LGBT,relationships,film,social change,global issues,society"
"2371","2015","1765907","advertising,fashion,shopping,Brand,marketing,economics,investment,data"
"2372","2015","1440098","faith,God,feminism,activism,personal growth,religion,inequality,women,identity,community,society,TED Fellows"
"2373","2015","1934907","love,birds,monkeys,consciousness,mission blue,conservation,empathy,cognitive science,mental health,mind,neuroscience,oceans,evolution,biology,fish,brain,science,environment,animals,biodiversity,life"
"2374","2015","752439","iraq,pain,mind,military,psychology,death,TEDx,war,violence,global issues"
"2375","2015","2008052","productivity,industrial design,innovation,architecture,public spaces,engineering,cities,urban planning,work,environment,urban,design,creativity,technology,collaboration,community"
"2376","2015","1188180","invention,virtual reality,visualizations,media,innovation,news,future,storytelling,journalism"
"2377","2015","3090542","anthropology,invention,visualizations,science and art,ancient world,language,history,humanity,Europe,science,communication,writing,art,TED Fellows"
"2378","2013","832599","consciousness,extreme sports,mindfulness,mind,oceans,meditation,TEDx,exploration,adventure,peace"
"2379","2015","1043680","natural disaster,mission blue,pollution,oceans,fish,politics,social change,humanity,policy,science,future,climate change,environment,global issues,big problems"
"2380","2015","3052002","productivity,success,goal-setting,failure,mental health,decision-making,personal growth,entrepreneur,work,women in business,business"
"2381","2015","1549930","vulnerability,relationships,performance art,self,energy,fear,identity,collaboration,communication,art,society"
"2382","2015","1418449","goal-setting,literature,books,library,personal growth,writing"
"2383","2015","1178423","open-source,invention,interface design,demo,AI,sight,innovation,future,technology,communication,data"
"2384","2015","1373084","family,economics,health,health care,TEDx,activism,social change,humanity,future,work,women,women in business,parenting,government,big problems,society"
"2385","2015","697775","exoskeleton,mission blue,pollution,oceans,water,biology,science,microbiology,climate change,environment,animals,nature,TED Fellows"
"2387","2015","1032846","goal-setting,universe,space,race,astronomy,physics,potential,inequality,science,future,women,identity,society,TED Fellows"
"2388","2015","1557734","fashion,shopping,TEDYouth,invention,future,design,materials,business,art"
"2389","2015","1478517","mission blue,biotech,oceans,fish,innovation,food,science,animals,ecology"
"239","2007","301515","space,math,education,war,politics,history,science,technology"
"2390","2014","1466363","chemistry,oceans,water,biology,ancient world,TEDx,exploration,history,science,future,climate change,environment,animals,nature,biodiversity,life,ecology,adventure,beauty"
"2391","2015","1659922","aircraft,TEDYouth,flight,transportation,invention,illness,health,physics,innovation,bacteria,science,engineering,design"
"2392","2015","2506276","TEDYouth,live music,family,music,entertainment,performance,art"
"2393","2014","1428606","death,TEDx,architecture,aging,humanity,cities,design,TED Fellows"
"2394","2015","2200334","relationships,interview,self,personal growth,comedy,aging,humanity,women,life,humor,identity"
"2395","2015","1421410","mission blue,oceans,water,science and art,fish,nature,life,ecology,design,entertainment,creativity,art"
"2396","2015","2243295","dark matter,complexity,universe,space,big bang,physics,innovation,exploration,science,future,nature,technology"
"2397","2015","1099963","interview,terrorism,politics,social change,humanity,Europe,immigration,policy,future,global issues,government,society"
"2398","2015","1218503","computers,military,web,terrorism,activism,war,violence,security,leadership,policy,future,technology,communication,Internet,government,data"
"2399","2015","14766093","happiness,work-life balance,relationships,health,time,TEDx,aging,humanity,life,data,society"
"24","2005","3007530","dance,science and art,science,nature,entertainment,performance"
"2400","2015","1270022","state-building,computers,web,social media,motivation,activism,media,innovation,politics,social change,democracy,entrepreneur,collaboration,communication,Internet,government,big problems,society,Egypt,Middle East"
"2401","2015","2349194","success,cognitive science,composing,psychology,music,innovation,potential,work,creativity,collaboration"
"2402","2015","1503063","extraterrestrial life,Planets,universe,space,computers,education,astronomy,exploration,future,women,children,life,technology,art,TED Fellows"
"2403","2015","1442431","intelligence,algorithm,brain,decision-making,TEDx,media,technology,data"
"2404","2015","1001507","chemistry,industrial design,population,public health,water,TEDx,innovation,infrastructure,engineering,urban planning,future,climate change,environment,sustainability,design,global issues"
"2405","2015","17754596","comedy,curiosity,humor,technology,communication"
"2406","2015","957155","faith,law,crime,TEDx,violence,security,policy,big problems,community,peace,society"
"2407","2015","1696751","water,Africa,product design,innovation,potential,botany,women in business,environment,sustainability,nature,green,agriculture,plants,creativity,materials,business"
"2409","2015","1444956","robots,TEDYouth,water,exploration,curiosity,science,climate change,environment,sustainability,nature,green,ecology,plants,adventure,technology"
"241","2007","475984","online video,film,demo,visualizations,music,animation,design,entertainment,art"
"2410","2015","1381576","industrial design,invention,computers,product design,TEDx,innovation,potential,engineering,future,design,creativity,materials,technology,collaboration"
"2411","2015","749944","poetry,TEDYouth,literature,computers,composing,AI,algorithm,TEDx,language,creativity,identity,technology,writing"
"2412","2015","1313237","chemistry,weather,biotech,water,Africa,genetics,biology,food,potential,science,microbiology,botany,climate change,environment,sustainability,nature,garden,agriculture,bioethics,plants,global issues"
"2413","2015","2186115","capitalism,money,finance,economics,investment,activism,United States,politics,leadership,democracy,Europe,global issues,business,government,big problems,society"
"2414","2015","1824031","submarine,mission blue,neuroscience,oceans,photography,water,biology,fish,exploration,science,environment,nature,biodiversity,life,adventure,beauty"
"2415","2015","1444057","Christianity,God,museums,visualizations,culture,religion,history,creativity,art,beauty,painting"
"2416","2014","1047649","pharmaceuticals,Debate,biotech,cancer,law,public health,genetics,health,health care,medicine,medical research,TEDx,activism,innovation,leadership,policy,science,nature,technology,government,society"
"2417","2015","1582640","programming,code,computers,software,web,education,product design,algorithm,TEDx,future,parenting,design,creativity,storytelling,technology,Internet"
"2418","2015","1183134","plastic,youth,consumerism,pollution,oceans,education,activism,global development,future,environment,sustainability,materials,big problems"
"2419","2015","1755337","robots,biotech,invention,neuroscience,physics,biology,biomechanics,innovation,engineering,future,animals,nature,design,technology"
"242","2008","8497285","String theory,universe,math,physics,evolution,time,science"
"2420","2015","7328486","obesity,mindfulness,addiction,TEDMED,cognitive science,mental health,mind,neuroscience,meditation,illness,health,brain,motivation,decision-making,personal growth,curiosity,choice,science,nature"
"2423","2015","1419064","capitalism,money,finance,china,economics,United States,leadership,democracy,policy,global development,future,global issues,business,government,society"
"2424","2014","906791","South America,chemistry,geology,motivation,exploration,science,environment,nature,bioethics,ecology,adventure,beauty"
"2425","2015","1151188","pandemic,ebola,disease,illness,public health,Africa,genetics,health,medicine,medical research,innovation,humanity,science,future,global issues,big problems"
"2426","2015","1063482","sports,play,health,self,disability,motivation,TEDx,personal growth,bullying,potential,social change,inequality,identity,community"
"2427","2015","1171660","consumerism,mission blue,oceans,fish,innovation,food,environment,sustainability,biodiversity,ecology,global issues,business,big problems"
"2428","2015","987314","sociology,Slavery,law,race,disease,illness,public health,health,health care,medicine,medical research,activism,social change,inequality,big problems,society"
"2429","2015","2101105","Surgery,mind,neuroscience,health,medicine,medical research,brain,science"
"243","2008","1707949","activism,politics,science,climate change,global issues"
"2430","2015","750582","archaeology,literature,books,computers,library,ancient world,TEDx,culture,history,science,creativity,technology,society"
"2431","2015","1648628","finance,social change,sustainability,business"
"2432","2015","1561646","open-source,Vaccines,chemistry,virus,ebola,biotech,water,software,education,biomechanics,innovation,food,potential,science,engineering,future,botany,climate change,environment,sustainability,nature,green,garden,agriculture,ecology,design,technology,collaboration,data"
"2433","2015","1528367","gender,Gender spectrum,LGBT,Transgender,TEDx,social change,future,design,storytelling,identity"
"2434","2015","882441","mission blue,conservation,oceans,photography,water,science and art,fish,exploration,curiosity,future,environment,sustainability,animals,nature,biodiversity,ecology,adventure,global issues,beauty"
"2435","2015","7656591","interview,TEDx,personal growth,language,communication"
"2436","2015","1563687","pharmaceuticals,complexity,TEDMED,depression,illness,health,health care,medicine,medical research,innovation,potential,curiosity,science,Internet,big problems,data"
"2437","2015","1235138","TEDYouth,street art,public spaces,entertainment,creativity,materials,community,beauty"
"2438","2016","2990260","work-life balance,television,family,motivation,decision-making,culture,personal growth,work,parenting,children,creativity,identity,writing"
"2439","2016","2140484","cosmos,universe,space,astronomy,physics,exploration,curiosity,science,nature,technology"
"2440","2016","2305485","flight,drones,invention,demo,future,design,creativity,technology,beauty"
"2441","2016","1578007","weather,alternative energy,energy,science,climate change"
"2442","2016","2319157","Islam,faith,culture,United States,politics"
"2443","2016","1545843","cars,Brand,transportation,mobility,pollution,invention,software,china,economics,investment,web,india,innovation,potential,entrepreneur,cities,future,environment,sustainability,green,technology,business,Internet,society"
"2445","2015","1059029","AIDS,virus,TEDMED,race,disease,illness,public health,Africa,health,health care,medicine,medical research,United States,social change,inequality,global issues,government,big problems"
"2447","2016","1957291","behavioral economics,privacy,relationships,economics,product design,culture,innovation,potential,social change,entrepreneur,urban planning,future,design,technology,business,collaboration,community"
"2448","2016","3198972","programming,code,computers,software,education,motivation,personal growth,innovation,potential,social change,inequality,future,women,children,teaching"
"2449","2016","800230","failure,economics,fear,disaster relief,potential,security,politics,social change,Europe,policy,refugees,future,global issues,government,big problems,Middle East"
"245","2008","5449765","gaming,hack,education,demo,design,entertainment,technology,business"
"2451","2016","1113681","faith,God,capitalism,education,social change,inequality,business,big problems,community,society"
"2452","2016","1855792","happiness,alternative energy,goal-setting,pollution,Buddhism,world cultures,economics,innovation,politics,leadership,humanity,democracy,global development,future,climate change,environment,sustainability,nature,green,trees,ecology,global issues,government,big problems,beauty"
"2453","2016","1642132","law,race,education,compassion,decision-making,criminal justice,social change,choice,leadership,inequality,policy,government,big problems,society"
"2454","2015","836424","simplicity,mobility,illusion,invention,empathy,family,india,product design,motivation,TEDx,innovation,curiosity,design,creativity"
"2455","2015","2189051","paleontology,evolution,biology,ancient world,curiosity,history,science,environment,animals,nature,life,ecology"
"2456","2016","1102697","philosophy,capitalism,Debate,economics,politics,social change,leadership,democracy,policy,identity,global issues,business,collaboration,government,big problems,community,society"
"2457","2016","1197650","sex,crime,software,interface design,product design,activism,innovation,violence,social change,women,design,big problems,TED Fellows"
"2458","2016","13055322","online video,productivity,goal-setting,mind,visualizations,time,brain,decision-making,comedy,choice,work,entertainment,humor,writing,Internet"
"2459","2016","1529986","cyborg,augmented reality,prediction,invention,neuroscience,computers,interface design,Senses,product design,demo,visualizations,brain,innovation,potential,engineering,entrepreneur,design,creativity,technology"
"246","2008","490032","live music,health care,demo,music,design,entertainment,creativity,technology,writing"
"2460","2016","2222944","invention,failure,product design,motivation,potential,exploration,leadership,engineering,future,design,creativity,global issues,technology,collaboration,big problems"
"2461","2016","2058953","microsoft,NASA,prediction,invention,computers,interface design,product design,visualizations,innovation,potential,exploration,engineering,future,design,creativity,technology,communication"
"2462","2016","973846","Africa,potential,politics,leadership,democracy,global development,future,identity,global issues,Internet,government,community"
"2463","2016","1873068","Brazil,Slavery,race,photography,visualizations,culture,social change,humanity,design,creativity,identity,global issues,art,community,society,beauty"
"2464","2016","2239641","programming,code,invention,interview,computers,web,engineering,technology,communication,Internet,data"
"2465","2016","948434","programming,code,health care,innovation,potential,leadership,future,technology,Internet,government,big problems,society"
"2466","2015","2553083","magic,programming,code,computers,film,visualizations,science,design,entertainment,technology,art,beauty"
"2467","2015","1388143","nanoscale,biotech,invention,cancer,disease,genetics,health,medicine,medical research,biomechanics,science,engineering,microbiology,technology,big problems"
"2468","2016","2601923","extraterrestrial life,Planets,NASA,universe,astronomy,exploration,science,nature,technology"
"2469","2015","1507130","work-life balance,success,economics,TEDx,culture,personal growth,work,business"
"247","2005","741519","wikipedia,law,Google,economics,social change,technology,business,collaboration"
"2470","2015","1688209","success,goal-setting,motivation,innovation,potential,curiosity,work,creativity,business"
"2471","2015","1440850","Planets,intelligence,evolution,biology,TEDx,innovation,bacteria,potential,exploration,science,engineering,future,microbiology,environment,nature"
"2472","2016","1081214","marketing,goal-setting,Debate,law,guns,activism,violence,social change,choice,leadership,policy,future,parenting,children,government,big problems,community"
"2473","2015","1948019","conservation,genetics,DNA,evolution,biology,brain,potential,history,humanity,science,future,environment,sustainability,nature,biodiversity,life,global issues"
"2474","2016","5787786","success,invention,failure,motivation,decision-making,personal growth,innovation,potential,exploration,curiosity,leadership,work,creativity,business"
"2475","2016","864215","transportation,mobility,map,pollution,world cultures,economics,investment,visualizations,innovation,war,potential,infrastructure,politics,social change,history,inequality,humanity,policy,global development,engineering,urban planning,future,environment,green,urban,global issues,collaboration,communication,Internet,government,big problems,community,society"
"2476","2015","1346122","industrial design,NASA,rocket science,transportation,TED Books,prediction,solar system,Mars,population,space,invention,architecture,potential,exploration,humanity,science,engineering,future,climate change,environment,life,global issues,technology"
"2477","2016","1327646","live music,goal-setting,social media,activism,politics,social change,leadership,inequality,humanity,policy,future,climate change,identity,global issues,collaboration,communication,government,big problems,community"
"2478","2016","1000973","money,law,corruption,poverty,economics,investment,activism,inequality,news,identity,global issues,business,government,big problems"
"2479","2016","1033607","grammar,composing,language,storytelling,communication,writing,journalism"
"248","2008","1858444","Google,economics,media,news,entertainment,global issues,business"
"2480","2016","1005898","alternative energy,goal-setting,solar,solar energy,population,ebola,pollution,law,motivation,innovation,potential,security,social change,history,leadership,humanity,global development,future,climate change,environment,nature,green,global issues,technology,collaboration,government,big problems,society"
"2481","2016","731977","guitar, live music, music, performance, singer, vocals"
"2482","2015","1474563","books,meditation,language,aging,humanity,life,storytelling,identity,writing,journalism"
"2483","2015","1395373","books,family,education,health,visualizations,activism,women,parenting,children,communication"
"2484","2016","1397976","paleontology,dinosaurs,geology,universe,ancient world,exploration,history,humanity,science,environment,animals,nature,adventure"
"2485","2016","2025453","mind,brain,language,speech,communication"
"2486","2016","1405037","microfinance,mobility,money,finance,invention,economics,innovation,potential,identity,technology,business,community,society,TED Fellows"
"2487","2016","1204302","illusion,map,performance art,computers,software,composing,visualizations,algorithm,time,culture,media,creativity,identity,Internet,data,art,society"
"2488","2016","947001","poverty,film,media,fear,war,violence,security,choice,women,communication,journalism"
"2489","2015","1167626","pollution,money,finance,economics,policy,future,climate change,environment,sustainability,global issues,business,government,big problems"
"249","2007","368007","heart health,public health,Africa,health,health care,activism,global development,science,global issues"
"2490","2016","1452003","complexity,biotech,disease,genetics,health,medicine,medical research,machine learning,DNA,biology,potential,choice,humanity,science,future,nature,identity,technology"
"2491","2016","736792","asteroid,TED Books,TED Fellows,NASA,discovery,solar system,adventure,global issues,science,nature,astronomy,universe,physics,exploration,space,technology,collaboration"
"2492","2015","1412683","TEDMED,family,medicine,medical research,death,decision-making,choice,science,parenting,children,life"
"2493","2016","900434","public health,product design,innovation,history,future,design,communication,journalism,sanitation"
"2494","2016","1457288","morality,Debate,biotech,disease,public health,genetics,health,DNA,innovation,potential,choice,humanity,science,engineering,future,life,bioethics,technology,journalism,society"
"2495","2016","1661157","relationships,cognitive science,mind,neuroscience,brain,language,speech,science,collaboration,communication"
"2496","2016","956775","Buddhism,Slavery,race,Africa,visualizations,motivation,culture,activism,politics,social change,inequality,creativity,identity,global issues,art,society,beauty,TED Fellows"
"2497","2016","1803322","relationships,empathy,self,activism,personal growth,potential,social change,identity,technology,collaboration,communication,big problems,community,society"
"2498","2015","733095","biotech,cancer,disease,illness,health,health care,medicine,medical research,innovation,potential,science,future,life,technology,big problems"
"2499","2016","860006","relationships,universe,space,literature,visualizations,death,aging,exploration,humanity,future,entertainment,performance,storytelling,adventure,identity,communication,beauty"
"25","2006","958989","open-source,library,education,culture,global issues,technology,business,collaboration"
"250","2008","2403922","culture,entertainment,storytelling,writing"
"2500","2015","1107263","invention,interface design,education,virtual reality,product design,demo,visualizations,TEDx,innovation,potential,science,entrepreneur,future,technology,collaboration"
"2501","2016","5410238","body language,psychology,intelligence,motivation,decision-making,parenting,children,teaching,communication"
"2502","2016","1165150","biotech,play,hack,invention,innovation,potential,exploration,science,future,design,creativity,materials,technology,collaboration,TED Fellows"
"2504","2016","1136908","invention,cancer,disease,illness,health,health care,medicine,medical research,product design,innovation,potential,science,entrepreneur,future,design,big problems,TED Fellows"
"2505","2015","716875","depression,pain,mental health,military,film,death,culture,war,violence,social change,leadership,humanity,life,journalism"
"2506","2016","1771802","law,empathy,sex,trafficking,feminism,TEDx,activism,social change,inequality,policy,women,identity,global issues,government,community,society"
"2507","2016","1220115","corruption,crime,Internet,government,TED Fellows"
"2508","2016","2036742","failure,books,self,personal growth,humanity,creativity,identity,writing,beauty"
"251","2005","4028156","String theory,TED Brain Trust,universe,physics,science"
"2510","2016","2190204","cognitive science,mental health,mind,neuroscience,health,self,brain,language,speech,science,future,identity,communication,writing"
"2511","2015","1044943","oceans,glacier,meditation,water,visualizations,exploration,climate change,sustainability,nature,adventure,big problems,art,beauty"
"2512","2016","966035","race,heart health,men,public health,health,health care,medicine,medical research,activism,potential,community"
"2513","2015","2829126","performance art,theater,military,film,language,war,entertainment,performance,collaboration,communication"
"2514","2016","913566","disease,illness,public health,HIV,Africa,health,health care,medicine,medical research,innovation,leadership,inequality,future,parenting,global issues,communication,big problems"
"2515","2015","1039364","guns,Africa,economics,death,activism,war,violence,security,inequality,humanity,children,global issues,business,big problems,community,society"
"2516","2016","994017","interview,television,family,film,motivation,activism,personal growth,social change,life,entertainment,creativity,identity,communication"
"2517","2016","1551086","photography,water,Africa,visualizations,time,environment,creativity,technology,beauty"
"2518","2016","1536848","statistics,math,education,intelligence,visualizations,innovation,history,nature,collaboration"
"2519","2016","882522","computers,software,library,Google,museums,big bang,world cultures,visualizations,machine learning,culture,innovation,exploration,history,future,technology,collaboration,Internet,data,art,society,beauty,painting"
"252","2008","1349583","genetics,health,health care,medicine,aging,science"
"2520","2016","1974646","china,world cultures,family,economics,education,entrepreneur,identity"
"2521","2016","1199844","terrorism,activism,comedy,religion,social change,entertainment,humor,identity,community,society,TED Fellows"
"2522","2016","1146865","Africa,poverty,activism,innovation,food,farming,leadership,global development,future,agriculture,global issues,community,society"
"2523","2016","1097988","economics,investment,education,TEDx,culture,choice,work,big problems,society"
"2524","2015","861156","military,protests,terrorism,war,violence,security,leadership,humanity,global issues,collaboration,communication,big problems,community,society"
"2525","2014","1356634","interface design,web,social media,product design,motivation,innovation,potential,choice,future,design,technology,communication,Internet"
"2526","2016","1207872","education,india,potential,policy,global development,children,global issues,communication,community"
"2527","2016","792628","film,composing,virtual reality,visualizations,media,innovation,future,entertainment,technology,collaboration,communication,art,beauty"
"2528","2016","785862","genetics,health,health care,medicine,medical research,activism,inequality,science,big problems,community,society,TED Fellows"
"2529","2015","1127067","Senses,disability,TEDx,personal growth,innovation,design,collaboration,communication,society"
"253","2008","3033165","String theory,big bang,education,physics,science,technology"
"2530","2016","3806941","psychology,self,humanity,humor,identity,personality,communication"
"2531","2016","1347655","product design,architecture,potential,public spaces,cities,urban planning,environment,urban,design,community,society"
"2532","2016","1087371","public health,architecture,public spaces,materials,Africa,health care,beauty,United States,design,engineering,humanity,social change,collaboration,community,inequality,society"
"2533","2016","1317744","demo,intelligence,visualizations,AI,algorithm,machine learning,science and art,brain,innovation,science,future,collaboration,art,beauty"
"2534","2016","785467","astronomy,physics,energy,disability,hearing,innovation,exploration,science,nature,technology,collaboration,data"
"2535","2016","771911","death,terrorism,compassion,TEDx,activism,violence,social change,humanity,life,identity,global issues,community,society"
"2536","2016","946132","DNA,evolution,biology,fish,time,biomechanics,brain,ancient world,sight,discovery,exploration,curiosity,history,science,environment,animals,nature,biodiversity,life,ecology,TED Fellows"
"2537","2016","3049588","motivation,decision-making,TEDx,personal growth,choice,leadership,identity,collaboration,communication,society"
"2538","2016","1454589","culture,music,activism,piano,United States,personal growth,singer,prison,criminal justice,vocals,social change,policy,performance,big problems,society"
"2539","2016","1325322","media,language,comedy,vocals,fear,bullying,speech,animation,design,humor,identity,communication,Internet,art,society,TED Fellows"
"254","2007","359024","guitar,live music,music,humanity,entertainment,performance,humor,collaboration"
"2540","2016","1237697","innovation,food,bacteria,discovery,farming,science,future,microbiology,microbes,natural resources,environment,biosphere,nature,life,agriculture,resources,global issues,technology,business,big problems"
"2541","2016","866899","architecture,disaster relief,religion,war,potential,violence,security,infrastructure,public spaces,social change,refugees,engineering,cities,urban planning,urban,design,identity,collaboration,big problems,community,society,Middle East"
"2542","2015","1452736","aging,exploration,curiosity,science"
"2543","2016","2344878","politics,social change,choice,history,leadership,inequality,humanity,news,democracy,Europe,immigration,policy,refugees,global development,future,identity,global issues,collaboration,communication,government,big problems,community,society"
